编号,币种,周期,入场时间UTC,退出根或末根开盘UTC,未平仓数据末端收盘UTC,入场价,初始止损,退出价,净R,路径分类,为何退出,当时与后续事实,待验证不足,交易唯一键
T257,MUBARAKUSDT,15m,2025-10-15 02:45:00+00:00,2025-10-15 11:00:00+00:00,,0.02839,0.02735,0.02735,-1.054596153846153,推进不足后止损,持仓第34根K，最低价0.02735触及当时已生效保护价0.02735；按初始止损在0.02735退出，扣费后净-1.05R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险3.66%（3.03个信号ATR），往返成本0.055R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.98倍。 原账本最大浮盈0.25R；5分钟审计得到实际止损前浮盈范围0.25–0.25R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.08R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.87R，最低到-2.59R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:MUBARAKUSDT:15m:box_any:20307
T258,PENDLEUSDT,15m,2025-10-18 07:15:00+00:00,2025-10-18 09:15:00+00:00,,3.2417,3.1884,3.1884,-1.1216397748592877,推进不足后止损,持仓第9根K，最低价3.1858触及当时已生效保护价3.1884；按初始止损在3.1884退出，扣费后净-1.12R。,距V9 4根，较父V9独立模拟入场价+0.76%；初始风险1.64%（2.47个信号ATR），往返成本0.122R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量5.16倍。 原账本最大浮盈0.01R；5分钟审计得到实际止损前浮盈范围0.01–0.01R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.20R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.88R，最低到-1.49R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:PENDLEUSDT:15m:box_any:40216
T259,ZENUSDT,15m,2025-10-18 12:15:00+00:00,2025-10-18 13:30:00+00:00,,11.772,11.452,11.452,-1.0735749999999993,推进不足后止损,持仓第6根K，最低价11.4触及当时已生效保护价11.452；按初始止损在11.452退出，扣费后净-1.07R。,距V9 2根，较父V9独立模拟入场价-0.09%；初始风险2.72%（2.00个信号ATR），往返成本0.074R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.89倍。 原账本最大浮盈0.14R；5分钟审计得到实际止损前浮盈范围0.14–0.14R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.25R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.26R，最低到-1.96R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:ZENUSDT:15m:box_any:40236
T260,PUMPUSDT,15m,2025-10-18 16:45:00+00:00,2025-10-19 05:30:00+00:00,,0.003687,0.003571,0.003859,1.4191896551724088,盈利保护退出,持仓第52根K，最低价0.003854触及当时已生效保护价0.003859；按追踪止损在0.003859退出，扣费后净+1.42R。,距V9 3根，较父V9独立模拟入场价+1.07%；初始风险3.15%（2.01个信号ATR），往返成本0.064R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量7.49倍。 原账本最大浮盈3.49R；5分钟审计得到实际止损前浮盈范围3.49–3.49R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.48R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.75R，最低到+0.88R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:PUMPUSDT:15m:box_any:10500
T261,ETHUSDT,15m,2025-10-19 05:15:00+00:00,2025-10-19 06:30:00+00:00,,3900.46,3880.18,3880.18,-1.384660749506918,推进不足后止损,持仓第6根K，最低价3873.72触及当时已生效保护价3880.18；按初始止损在3880.18退出，扣费后净-1.38R。,距V9 45根，较父V9独立模拟入场价+0.21%；初始风险0.52%（2.00个信号ATR），往返成本0.385R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.93倍。 原账本最大浮盈0.94R；5分钟审计得到实际止损前浮盈范围0.94–0.94R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.19R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+6.21R，最低到-4.46R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:ETHUSDT:15m:box_any:40304
T262,APTUSDT,15m,2025-10-20 04:15:00+00:00,2025-10-21 03:45:00+00:00,,3.2514,3.1607000000000003,3.1607000000000003,-1.0716957001102545,到过1R后回吐,持仓第95根K，最低价3.1581触及当时已生效保护价3.1607；按初始止损在3.1607退出，扣费后净-1.07R。,距V9 1根，较父V9独立模拟入场价+0.02%；初始风险2.79%（4.16个信号ATR），往返成本0.072R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.19倍。 原账本最大浮盈1.16R；5分钟审计得到实际止损前浮盈范围1.16–1.16R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.10R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.24R，最低到-1.56R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:APTUSDT:15m:box_any:40396
T263,BOMEUSDT,15m,2025-10-20 05:15:00+00:00,2025-10-20 16:00:00+00:00,,0.001108,0.0010895,0.0011116,0.0748108108107999,盈利保护退出,持仓第44根K，最低价0.001087触及当时已生效保护价0.0011116；按追踪止损在0.0011116退出，扣费后净+0.07R。,距V9 2根，较父V9独立模拟入场价-0.27%；初始风险1.67%（2.12个信号ATR），往返成本0.120R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.03倍。 原账本最大浮盈2.49R；5分钟审计得到实际止损前浮盈范围2.49–2.49R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.19R，激活不保证保本。 退出下一根起48根内，最高回到原入场+1.41R，最低到-2.16R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:BOMEUSDT:15m:box_any:40400
T264,SOLUSDT,15m,2025-10-20 06:15:00+00:00,2025-10-20 15:45:00+00:00,,192.86,190.52,190.52,-1.1648376068376065,推进不足后止损,持仓第39根K，最低价190.31触及当时已生效保护价190.52；按初始止损在190.52退出，扣费后净-1.16R。,距V9 8根，较父V9独立模拟入场价+0.71%；初始风险1.21%（2.01个信号ATR），往返成本0.165R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.96倍。 原账本最大浮盈0.68R；5分钟审计得到实际止损前浮盈范围0.68–0.68R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.41R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.76R，最低到-3.29R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:SOLUSDT:15m:box_any:40404
T265,MUBARAKUSDT,15m,2025-10-20 10:45:00+00:00,2025-10-20 16:00:00+00:00,,0.0256,0.02504,0.02504,-1.0914285714285692,推进不足后止损,持仓第22根K，最低价0.02449触及当时已生效保护价0.02504；按初始止损在0.02504退出，扣费后净-1.09R。,距V9 26根，较父V9独立模拟入场价+0.83%；初始风险2.19%（2.34个信号ATR），往返成本0.091R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.59倍。 原账本最大浮盈0.29R；5分钟审计得到实际止损前浮盈范围0.29–0.29R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.16R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.73R，最低到-2.54R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:MUBARAKUSDT:15m:box_any:20819
T266,AEROUSDT,15m,2025-10-25 04:30:00+00:00,2025-10-26 02:00:00+00:00,,0.8204,0.8119000000000001,0.9003,9.206964705882394,盈利保护退出,持仓第87根K，最低价0.8993触及当时已生效保护价0.9003；按追踪止损在0.9003退出，扣费后净+9.21R。,距V9 94根，较父V9独立模拟入场价+0.66%；初始风险1.04%（1.99个信号ATR），往返成本0.193R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.56倍。 原账本最大浮盈14.84R；5分钟审计得到实际止损前浮盈范围14.84–14.84R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+9.40R，激活不保证保本。 退出下一根起48根内，最高回到原入场+15.02R，最低到+8.38R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:AEROUSDT:15m:box_any:31160
T267,BTCUSDT,15m,2025-10-25 07:15:00+00:00,2025-10-25 16:00:00+00:00,,111400.0,111099.1,111099.1,-1.740445330674655,到过1R后回吐,持仓第36根K，最低价111094触及当时已生效保护价111099；按初始止损在111099退出，扣费后净-1.74R。,距V9 10根，较父V9独立模拟入场价+0.16%；初始风险0.27%（2.00个信号ATR），往返成本0.740R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.88倍。 原账本最大浮盈1.67R；5分钟审计得到实际止损前浮盈范围1.67–1.67R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.57R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.55R，最低到-0.76R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:BTCUSDT:15m:box_any:40888
T268,USELESSUSDT,15m,2025-10-25 09:00:00+00:00,2025-10-26 02:45:00+00:00,,0.2957,0.28418,0.28418,-1.0513368055555556,到过1R后回吐,持仓第72根K，最低价0.2831触及当时已生效保护价0.28418；按初始止损在0.28418退出，扣费后净-1.05R。,距V9 50根，较父V9独立模拟入场价+1.06%；初始风险3.90%（3.24个信号ATR），往返成本0.051R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量1.23倍。 原账本最大浮盈1.23R；5分钟审计得到实际止损前浮盈范围1.23–1.23R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.82R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+3.98R，最低到-1.24R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:USELESSUSDT:15m:box_any:6802
T269,OPUSDT,15m,2025-10-25 16:15:00+00:00,2025-10-26 01:45:00+00:00,,0.4458,0.44249,0.44249,-1.26936555891239,到过1R后回吐,持仓第39根K，最低价0.4416触及当时已生效保护价0.44249；按初始止损在0.44249退出，扣费后净-1.27R。,距V9 140根，较父V9独立模拟入场价+1.16%；初始风险0.74%（2.07个信号ATR），往返成本0.269R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.13倍。 原账本最大浮盈1.54R；5分钟审计得到实际止损前浮盈范围1.54–1.54R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.42R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+5.53R，最低到-1.93R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:OPUSDT:15m:box_any:40924
T270,XTZUSDT,15m,2025-10-25 20:15:00+00:00,2025-10-26 20:15:00+00:00,,0.605,0.5988,0.607,0.1274193548387002,盈利保护退出,持仓第97根K，最低价0.607触及当时已生效保护价0.607；按追踪止损在0.607退出，扣费后净+0.13R。,距V9 22根，较父V9独立模拟入场价-0.17%；初始风险1.02%（2.41个信号ATR），往返成本0.195R。 入场信号收盘不在六均线上方，IMACD未同时满足向上和增强，相对成交量0.95倍。 原账本最大浮盈2.42R；5分钟审计得到实际止损前浮盈范围2.42–2.42R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.32R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.74R，最低到+0.00R。,突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门；识别突破时本周期收盘已低于至少一条冻结投影线，需核查多周期确认时差；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:XTZUSDT:15m:box_any:40940
T271,DASHUSDT,15m,2025-10-26 06:45:00+00:00,2025-10-27 02:45:00+00:00,,42.6,41.27,49.61,5.206616541353389,盈利保护退出,持仓第81根K，最低价48.91触及当时已生效保护价49.61；按追踪止损在49.61退出，扣费后净+5.21R。,距V9 29根，较父V9独立模拟入场价+1.57%；初始风险3.12%（3.87个信号ATR），往返成本0.064R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量7.85倍。 原账本最大浮盈8.74R；5分钟审计得到实际止损前浮盈范围8.74–8.74R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+5.27R，激活不保证保本。 退出下一根起48根内，最高回到原入场+7.67R，最低到+4.99R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:DASHUSDT:15m:box_any:40982
T272,ZECUSDT,15m,2025-11-05 08:15:00+00:00,2025-11-06 16:45:00+00:00,,434.63,417.83,506.9,4.25004404761905,盈利保护退出,持仓第131根K，最低价502.5触及当时已生效保护价506.9；按追踪止损在506.9退出，扣费后净+4.25R。,距V9 159根，较父V9独立模拟入场价+5.38%；初始风险3.87%（2.00个信号ATR），往返成本0.052R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量1.29倍。 原账本最大浮盈6.81R；5分钟审计得到实际止损前浮盈范围6.81–6.81R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+4.30R，激活不保证保本。 退出下一根起48根内，最高回到原入场+9.60R，最低到+4.43R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ZECUSDT:15m:box_any:41948
